WKT,osm_id,name,type,population
"POINT (15.1833333 53.95)",31346019,Prusinowo,village,565
"POINT (15.6334503 53.6873072)",31346020,Prusinowo,village,0
"POINT (16.05 54.25)",31346021,Prądno,village,0
"POINT (16.9166667 53.7896727)",31346022,Powojewo,village,0
"POINT (16.4833333 54.1833333)",31346023,Powidz,village,114
"POINT (15.5989464 53.8886121)",31346024,Powalice,village,0
"POINT (16.7166667 54.4833333)",31346025,Postomino,village,625
"POINT (16.4 54.3833333)",31346026,Porzecze,village,180
"POINT (16.65 53.9166667)",31346027,Porost,village,360
"POINT (15.6070144 53.7007237)",31346028,Poradz,village,0
"POINT (15.4 53.8333333)",31346029,Porąbka,village,0
"POINT (16.0166667 54.1666667)",31346030,Popowo,village,0
"POINT (16.1724807 53.7446363)",31346031,Popielewo,village,0
"POINT (16.4 54.0833333)",31346032,Poniki,village,0
"POINT (16.2 54.0333333)",31346033,Pomorskie,village,0
"POINT (16.0666667 54.0333333)",31346034,Pomianowo,village,391
"POINT (15.8166667 54.15)",31346035,Połomino,village,0
"POINT (16.0951423 53.764429)",31346036,Połczyn-Zdrój,town,8528
"POINT (16.6829223 54.116065)",31346037,Polanów,town,2978
"POINT (15.1198951 54.1015057)",31346039,Pogorzelica,village,104
"POINT (17.15 54.2833333)",31346040,Podwilczyn,village,196
"POINT (15.826741 53.9332041)",31346041,Podwilcze,village,232
"POINT (16.6333333 54.2666667)",31346233,Podgórki,village,220
"POINT (16.9833333 54.6166667)",31346234,Poddąbie,village,39
"POINT (16.1 54.25)",31346235,Podamirowo,village,0
"POINT (17.15 54.2)",31346236,Poborowo,village,179
"POINT (15.7598356 54.0467068)",31346237,Pobłocie Wielkie,village,279
"POINT (14.9337391 54.0555714)",31346245,Pobierowo,village,2054
"POINT (16.3 53.9833333)",31346247,Pobądz,village,96
"POINT (15.4333333 53.9)",31346248,Pniewo,village,0
"POINT (14.9833333 53.7)",31346249,Płotkowo,village,0
"POINT (16.8333333 54.1333333)",31346258,Płocko,village,240
"POINT (15.8333333 54.2333333)",31346259,Pleśna,village,30
"POINT (15.6166667 54.0333333)",31346262,Pławęcino,village,167
"POINT (17.0 54.3166667)",31346263,Płaszewo,village,0
"POINT (17.0666667 54.4166667)",31346264,Plaszewko,village,103
"POINT (17.15 53.9833333)",31346272,Pietrzykowo,village,151
"POINT (16.7833333 54.45)",31346273,Pieszcz,village,544
"POINT (16.6833333 54.4833333)",31346282,Pieńkowo,village,700
"POINT (16.9666667 53.8666667)",31346283,Pieniężnica,village,392
"POINT (17.1666667 54.0166667)",31346284,Piaszczyna,village,459
"POINT (16.25 53.75)",31346293,Piaski,village,0
"POINT (15.3859146 53.7448054)",31346294,Piaski,village,0
"POINT (16.8666667 54.5166667)",31346295,Pęplino,village,371
"POINT (15.7446869 53.685579)",31346296,Pęczerzyno,village,0
"POINT (16.4 54.3666667)",31346297,Pęciszewko,village,116
"POINT (16.4333333 54.2666667)",31346298,Pękanino,village,340
"POINT (15.9666667 54.0833333)",31346301,Parsowo,village,0
"POINT (16.5833333 53.7166667)",31346302,Parsęcko,village,0
"POINT (16.0333333 54.15)",31346303,Parnowo,village,0
"POINT (16.2833333 53.7166667)",31346304,Parchlino,village,130
"POINT (16.5666667 54.2833333)",31346305,Paproty,village,140
"POINT (15.05 53.9833333)",31346306,Paprotno,village,260
"POINT (16.8 54.4333333)",31346307,Pałówko,village,247
"POINT (16.4666667 54.4666667)",31346308,Palczewice,village,113
"POINT (17.2 53.8)",31346309,Pakotulsko,village,188
"POINT (15.35 54.1333333)",31346310,Ostrowo,village,0
"POINT (16.6666667 54.2666667)",31346311,Ostrowiec,village,860
"POINT (16.3692335 53.7812985)",31346312,Ostrowąsy,village,0
"POINT (16.4333333 53.7166667)",31346313,Ostropole,village,0
"POINT (16.1166667 53.8333333)",31346314,Ostre Bardo,village,0
"POINT (16.8069489 54.2158967)",31346315,Osowo,village,270
"POINT (15.6404884 53.7637849)",31346316,Osowo,village,50
"POINT (16.0904088 53.8983416)",31346317,Osówko,village,122
"POINT (17.0833333 54.6)",31346318,Osieki,village,136
"POINT (16.2166667 54.2833333)",31346319,Osieki,village,444
"POINT (16.9224582 54.2722905)",31346320,Osieki,village,283
"POINT (15.0666667 53.8166667)",31346321,Ościęcin,village,0
"POINT (15.5186088 53.8547064)",31346322,Orzeszkowo,village,30
"POINT (15.69645 53.7616539)",31346323,Oparzno,village,0
"POINT (15.6 54.0666667)",31346324,Ołużna,village,0
"POINT (17.1333333 53.7666667)",31346325,Olsznowo,village,0
"POINT (16.95 54.0666667)",31346326,Okunino,village,84
"POINT (16.1379768 53.767776)",31346328,Ogartowo,village,0
"POINT (16.9384227 54.2545444)",31346329,Obłęze,village,322
"POINT (17.0666667 54.3)",31346330,Objezierze,village,225
"POINT (17.0333333 54.6)",31346331,Objazda,village,905
"POINT (16.7833333 54.05)",31346332,Nowy Żelibórz,village,0
"POINT (15.2666667 54.0833333)",31346333,Nowy Dwór,village,0
"POINT (16.4833333 53.7666667)",31346334,Nowy Chwalim,village,0
"POINT (15.45 54.1166667)",31346335,Nowogardek,village,0
"POINT (15.25 54.0666667)",31346336,Nowielice,village,385
"POINT (16.5166667 53.9166667)",31346337,Nowe Łozice,village,50
"POINT (16.1 54.15)",31346338,Nowe Bielice,village,390
"POINT (16.0 54.1)",31346339,Nosowo,village,0
"POINT (16.8166667 54.3833333)",31346340,Noskowo,village,500
"POINT (16.35 53.9)",31346341,Nosibady,village,300
"POINT (16.7666667 54.4333333)",31346342,Nosalin,village,184
"POINT (15.55 54.05)",31346343,Nieżyn,village,0
"POINT (16.9333333 54.5333333)",31346344,Niestkowo,village,163
"POINT (15.8166667 53.8)",31346345,Niemierzyno,village,154
"POINT (15.5333333 54.0833333)",31346346,Niemierze,village,0
"POINT (16.4833333 54.2666667)",31346347,Niemica,village,360
"POINT (14.9 53.85)",31346356,Niemica,village,230
"POINT (15.8333333 53.8333333)",31346357,Nielep,village,360
"POINT (16.15 54.15)",31346358,Niekłonice,village,361
"POINT (15.1833333 53.9333333)",31346359,Niekładź,village,107
"POINT (15.0666667 53.9333333)",31346360,Niedźwiedziska,village,0
"POINT (16.1666667 54.0666667)",31346361,Niedalino,village,500
"POINT (15.0 54.0166667)",31346363,Niczonów,village,0
"POINT (15.9666667 53.9166667)",31346364,Nawino,village,142
"POINT (15.3666667 53.9)",31346365,Natolewice,village,300
"POINT (15.8629616 53.979061)",31346366,Nasutowo,village,348
"POINT (17.0 53.6833333)",31346367,Nadziejewo,village,183
"POINT (16.55 54.5)",31346391,Nacmierz,village,363
"POINT (16.5166667 54.1333333)",31346392,Nacław,village,560
"POINT (16.7833333 54.15)",31346397,Mzdowo,village,105
"POINT (16.7666667 54.1666667)",31346405,Mzdówko,village,63
"POINT (15.6341369 53.8926586)",31346412,Mysłowice,village,0
"POINT (15.7 54.0333333)",31346416,Myślino,village,150
"POINT (16.1 54.2166667)",31346419,Mścice,village,1400
"POINT (15.2333333 54.1166667)",31346421,Mrówcze Gory,village,0
"POINT (16.7666667 54.5)",31346422,Możdżanowo,village,220
"POINT (16.3833333 54.0666667)",31346423,Mostowo,village,0
"POINT (15.4166667 54.0666667)",31346424,Mostówka,village,0
"POINT (16.6 53.7166667)",31346426,Mosina,village,0
"POINT (14.8666667 53.7666667)",31346427,Moracz,village,0
"POINT (15.6844763 54.0547689)",31346428,Mołtowo,village,158
"POINT (15.35 53.9833333)",31346429,Mołstowo,village,120
"POINT (15.5606659 53.7754525)",31346430,Mołstowo,village,0
"POINT (15.3333333 53.6833333)",31346431,Mołdawinek,village,14
"POINT (15.3333333 53.7)",31346432,Mołdawin,village,40
"POINT (16.8833333 54.55)",31346435,Mokrzyca,village,0
"POINT (16.4172823 54.1694489)",31346436,Mokre,village,0
"POINT (14.8333333 53.95)",31346437,Mokrawica,village,0
"POINT (15.0833333 53.9666667)",31346438,Modlimowo,village,0
"POINT (15.3333333 53.85)",31346439,Modlimowo,village,0
"POINT (16.8 54.55)",31346440,Modła,village,41
"POINT (15.6166667 53.95)",31346441,Mirowo,village,0
"POINT (16.4333333 54.1833333)",31346444,Mirotki,village,0
"POINT (15.2833333 54.05)",31346447,Mirosławice,village,310
"POINT (15.8833333 54.1833333)",31346450,Miłogoszcz,village,0
"POINT (16.9333333 53.95)",31346460,Miłocice,village,412
"POINT (15.1166667 53.7)",31346469,Miętno,village,0
"POINT (16.4166667 53.8833333)",31346472,Mieszałki,village,0
"POINT (15.8833333 54.1166667)",31346473,Mierzyn,village,272
"POINT (17.1166667 54.3)",31346474,Mielno,village,187
"POINT (16.0543923 54.2575593)",31346475,Mielno,village,2200
"POINT (16.0166667 54.25)",31346476,Mielenko,village,183
"POINT (15.5666667 53.8666667)",31346477,Międzyrzecze,village,90
"POINT (17.0 53.7833333)",31346478,Międzybórz,village,391
"POINT (15.7455877 54.1122672)",31346479,Miechęcino,village,0
"POINT (16.9833248 54.0000031)",31346480,Miastko,town,10853
"POINT (17.2166667 54.45)",31346481,Mianowice,village,310
"POINT (15.0166667 53.8833333)",31346482,Mechowo,village,0
"POINT (15.1666667 53.8166667)",31346483,Mechowo,village,0
"POINT (16.65 54.4333333)",31346484,Mazów,village,0
"POINT (16.3030019 54.1825135)",31346485,Maszkowo,village,0
"POINT (16.6 54.4666667)",31346486,Masłowice,village,165
"POINT (16.6833333 54.5)",31346487,Marszewo,village,216
"POINT (16.2961197 54.1267039)",31346490,Manowo,village,760
"POINT (15.795327 54.0073176)",31346491,Malonowo,village,142
"POINT (15.35 53.7)",31346492,Maliniec,village,150
"POINT (16.85 54.0333333)",31346496,Malęcino,village,79
"POINT (16.5166667 54.3)",31346506,Malechowo,village,589
"POINT (15.2666667 53.7666667)",31346507,Makowice,village,0
"POINT (17.0 54.55)",31346508,Machowino,village,500
"POINT (17.0 54.6)",31346509,Machowinko,village,280
"POINT (15.9520497 54.046863)",31346510,Lulewice,village,205
"POINT (17.0 54.35)",31346511,Lulemino,village,106
"POINT (14.8833333 54.0333333)",31346512,Łukęcin,village,130
"POINT (15.4113205 53.7481554)",31346513,Ługowina,village,0
"POINT (17.0666667 54.5333333)",31346514,Lubuczewo,village,466
"POINT (15.3833333 53.7833333)",31346516,Luboradz,village,0
"POINT (16.4666667 53.8166667)",31346517,Lubogoszcz,village,360
"POINT (17.2166667 54.15)",31346518,Łubno,village,186
"POINT (15.25 53.9166667)",31346519,Lubieszewo,village,0
"POINT (15.4483993 53.7553619)",31346520,Lubien Dolny,village,0
"POINT (15.8406881 54.0635348)",31346521,Lubiechowo,village,253
"POINT (16.2906034 54.1603989)",31346522,Lubiatowo,village,0
"POINT (14.85 53.7)",31346523,Łoźnica,village,1542
"POINT (16.5833333 53.9)",31346524,Łozice,village,40
"POINT (15.2666667 53.7)",31346525,Łosośnica,village,0
"POINT (16.1 53.85)",31346526,Łośnica,village,0
"POINT (17.0166667 54.4166667)",31346527,Łosino,village,0
"POINT (15.8166667 54.2166667)",31346528,Łopienica,village,120
"POINT (15.25 53.8666667)",31346529,Łopianów,village,68
"POINT (15.6166667 53.6666667)",31346530,Lobżany,village,80
"POINT (15.2333333 53.7666667)",31346532,Lisowo,village,0
"POINT (15.9166667 53.9166667)",31346534,Lipiny,village,0
"POINT (15.9333333 53.8333333)",31346548,Lipie,village,150
"POINT (15.6743057 53.7351601)",31346551,Lipce,village,100
"POINT (15.3166667 54.0166667)",31346552,Lewice,village,203
"POINT (16.8122516 54.2835157)",31346553,Łętowo,village,292
"POINT (15.5795486 53.9614919)",31346554,Leszczyn,village,260
"POINT (14.8833333 53.8)",31346555,Leszczno,village,0
"POINT (15.1333333 53.7166667)",31346556,Lestkowo,village,0
"POINT (15.7247741 53.9316882)",31346557,Lepino,village,0
"POINT (17.1333333 54.5666667)",31346558,Lękwica,village,60
"POINT (15.6785972 53.8192533)",31346559,Lekowo,village,0
"POINT (16.0166667 54.2166667)",31346560,Łekno,village,0
"POINT (16.3053755 53.7546141)",31346561,Łeknica,village,470
"POINT (16.3 53.75)",31346562,Łeknica,village,470
"POINT (17.0166667 53.9)",31346563,Łękinia,village,197
"POINT (16.5833333 54.2333333)",31346564,Lejkowo,village,180
"POINT (14.9666667 53.75)",31346567,Łęgno,village,0
"POINT (15.95 53.7833333)",31346581,Łęgi,village,0
"POINT (15.0833333 54.0666667)",31346582,Lędzin,village,0
"POINT (16.8166667 54.55)",31346583,Lędowo,village,43
"POINT (15.95 53.9666667)",31346587,Łęczno,village,279
"POINT (17.0666667 54.3833333)",31346588,Lebuń,village,0
"POINT (15.3666667 53.9833333)",31346589,Łatno,village,45
"POINT (16.0833333 54.1333333)",31346590,Laski Koszalińskie,village,260
"POINT (16.5666667 54.2)",31346591,Laski,village,0
"POINT (15.9220131 53.9467442)",31346592,Laski,village,157
"POINT (15.674134 53.7605377)",31346593,Łakowo,village,0
"POINT (15.4973228 53.7421659)",31346808,Łagiewniki,village,160
"POINT (16.6 54.5166667)",31346809,Łacko,village,231
"POINT (16.1833333 54.2666667)",31346810,Łabusz,village,0
"POINT (15.4166667 53.8)",31346811,Łabuń Wielki,village,0
"POINT (17.1166667 54.0666667)",31346812,Kwisno,village,48
"POINT (16.6833333 54.3166667)",31346813,Kwasowo,village,519
"POINT (17.0166667 54.3666667)",31346814,Kwakowo,village,576
"POINT (16.55 53.8)",31346815,Kusowo,village,0
"POINT (16.4833333 54.25)",31346816,Kusice,village,340
"POINT (16.2666667 54.05)",31346820,Kurozwęcz,village,134
"POINT (16.5666667 54.0333333)",31346821,Kurowo,village,380
"POINT (16.9666667 54.35)",31346822,Kuleszewo,village,462
"POINT (17.1666667 54.5333333)",31346823,Kukowo,village,212
"POINT (15.7666667 54.1666667)",31346824,Kukinia,village,240
"POINT (15.0833333 53.8833333)",31346825,Kukań,village,0
"POINT (16.5666667 53.6666667)",31346826,Kucharowo,village,0
"POINT (17.15 54.4)",31346827,Krzywań,village,170
"POINT (17.2 54.3333333)",31346828,Krzynia,village,44
"POINT (14.9666667 53.9)",31346829,Krzepocin,village,0
"POINT (16.8166667 54.4833333)",31346830,Krzemienica,village,159
"POINT (15.760823 53.886791)",31346831,Krzecko,village,0
"POINT (16.5333333 54.1666667)",31346832,Krytno,village,180
"POINT (17.0166667 54.35)",31346833,Kruszyna,village,0
"POINT (16.5166667 54.4166667)",31346834,Krupy,village,361
"POINT (15.7833333 54.0166667)",31346836,Krukowo,village,237
"POINT (15.7649429 53.8101319)",31346837,Krosino,village,508
"POINT (15.5807502 53.7577976)",31346840,Krosino,village,40
"POINT (16.2333333 53.9)",31346842,Krosinko,village,98
"POINT (16.65 54.5166667)",31346850,Królewo,village,706
"POINT (16.2166667 54.1666667)",31346851,Kretomino,village,410
"POINT (17.2166667 53.7166667)",31346852,Krępsk,village,192
"POINT (17.05 54.4166667)",31346853,Krępa,village,0
"POINT (16.3666667 54.0166667)",31346854,Krępa,village,230
"POINT (15.8666667 53.9)",31346855,Krępa,village,0
"POINT (15.9833333 54.1333333)",31346856,Kraśnik Biesiekierz,village,0
"POINT (17.2333333 54.05)",31346857,Kramarzyny,village,586
"POINT (16.7 54.2)",31346858,Krąg,village,201
"POINT (15.8215912 54.0150848)",31346859,Kozia Góra,village,187
"POINT (15.6 53.8)",31346860,Kowanowo,village,40
"POINT (15.8400015 54.0354171)",31346861,Kowańcz,village,185
"POINT (16.35 53.9166667)",31346862,Kowalki,village,195
"POINT (16.5666667 54.4333333)",31346911,Kowalewice,village,184
"POINT (16.0666667 54.1333333)",31346912,Kotłowo,village,170
"POINT (16.8333333 53.95)",31346918,Kotki,village,0
"POINT (15.7833333 53.7333333)",31346919,Koszanowo,village,0
"POINT (16.1833262 54.2000037)",31346920,Koszalin,city,107307
"POINT (16.6833333 54.2833333)",31346924,Kosierzewo,village,270
"POINT (16.450144 54.1622822)",31346928,Kościernica,village,284
"POINT (16.0166667 54.05)",31346929,Kościernica,village,346
"POINT (16.8752513 54.3001475)",31346930,Korzybie,village,919
"POINT (16.6166667 54.5)",31346931,Korlino,village,0
"POINT (16.4833333 54.45)",31346932,Kopnica,village,120
"POINT (16.3833333 54.05)",31346933,Kopanino,village,0
"POINT (16.4333333 54.45)",31346934,Kopań,village,132
"POINT (16.1833333 54.15)",31346935,Konikowo,village,626
"POINT (16.95 54.3833333)",31346936,Kończewo,village,695
"POINT (15.1166667 54.0666667)",31346937,Konarzewo,village,0
"POINT (15.2166667 53.7)",31346938,Konarzewo,village,0
"POINT (15.3666667 53.8166667)",31346939,Komorowo,village,0
"POINT (16.85 54.4)",31346940,Komorczyn,village,0
"POINT (17.1166667 54.6)",31346941,Komnino,village,70
"POINT (15.1166667 53.8666667)",31346942,Kołomac,village,0
"POINT (15.5833247 54.1833383)",31346943,Kołobrzeg,town,44876
"POINT (16.1820938 53.7840068)",31346944,Kolacz,village,0
"POINT (17.2333333 54.2333333)",31346945,Kołczygłowy,village,1188
"POINT (17.2166667 54.2333333)",31346946,Kołczygłówki,village,309
"POINT (17.0666667 53.9)",31346947,Koczała,village,2111
"POINT (15.2833333 53.85)",31346948,Kocierz,village,0
"POINT (17.0 54.4333333)",31346949,Kobylnica,village,2248
"POINT (15.8666667 53.7333333)",31346950,Kluczkowo,village,214
"POINT (16.2794415 54.219056)",31346951,Kłos,village,220
"POINT (15.7939962 54.0933449)",31346952,Kłopotowo,village,200
"POINT (16.2442352 53.7862381)",31346953,Kłodzino Szczecineckie,village,0
"POINT (15.8333333 53.8666667)",31346954,Kłodzino,village,140
"POINT (14.9666667 53.8)",31346956,Kłodzino,village,160
"POINT (15.2333333 54.0166667)",31346957,Kłodkowo,village,260
"POINT (16.235692 54.2677818)",31346958,Kleszcze,village,0
"POINT (15.6411751 53.7281532)",31346959,Klepnica,village,80
"POINT (16.05 54.0)",31346960,Klępino Białogardskie,village,0
"POINT (15.7084663 53.787624)",31346961,Klępczewo,village,850
"POINT (16.0596814 53.9987601)",31346971,Klempin,village,0
"POINT (14.9666667 53.8)",31346972,Kłęby,village,0
"POINT (16.4666667 54.0333333)",31346973,Kłanino,village,470
"POINT (16.2666667 53.8833333)",31346975,Kikowo,village,215
"POINT (15.4 53.9333333)",31346976,Kiełpino,village,261
"POINT (16.4166667 53.6833333)",31346979,Kiełpino,village,0
"POINT (16.8833333 54.2166667)",31346980,Kępka,village,0
"POINT (16.8894992 54.2425088)",31346981,Kępice,village,3878
"POINT (14.9833333 53.9333333)",31346982,Kępica,village,0
"POINT (16.2277792 54.2295206)",31346999,Kędzierzyn,village,80
"POINT (15.45 54.0666667)",31347000,Kędrzyno,village,0
"POINT (16.8666667 54.3666667)",31347007,Kczewo,village,0
"POINT (16.0333333 54.2333333)",31347008,Kazimierz,village,0
"POINT (16.75 53.85)",31347009,Kazimierz,village,60
"POINT (16.8666667 54.0666667)",31347010,Kawcze,village,239
"POINT (17.2333333 54.4833333)",31347011,Karzniczka,village,394
"POINT (17.0666667 54.55)",31347012,Karzcino,village,210
"POINT (15.5318268 53.6967601)",31347013,Karwowo,village,0
"POINT (16.55 54.3166667)",31347014,Karwice,village,410
"POINT (15.0833333 53.6833333)",31347015,Karsk,village,0
"POINT (16.55 54.4666667)",31347016,Karsino,village,103
"POINT (16.5171327 54.0845635)",31347017,Karsinka,village,30
"POINT (16.4990679 54.0881856)",31347018,Karsin,village,0
"POINT (15.7941679 54.0546682)",31347019,Karścino,village,372
"POINT (16.35 54.25)",31347020,Karnieszewice,village,300
"POINT (15.05 54.0333333)",31347021,Karnice,village,690
"POINT (15.490113 53.6907633)",31347022,Karnice,village,0
"POINT (15.8779817 54.0393146)",31347023,Karlino,town,5805
"POINT (15.25 53.8166667)",31347024,Karczewie,village,0
"POINT (15.3833333 54.1166667)",31347025,Karcino,village,0
"POINT (15.8927015 53.980538)",31347026,Kamosowo,village,98
"POINT (16.8833333 54.0166667)",31347028,Kamnica,village,373
"POINT (16.3833333 53.8666667)",31347029,Kamionka,village,10
"POINT (15.5333333 53.9166667)",31347030,Kamień Rymański,village,50
"POINT (15.6373985 53.92997)",31347031,Kalina,village,30
"POINT (16.4833333 53.6666667)",31347052,Juchowo,village,0
"POINT (16.4 54.3333333)",31347059,Jeżyczki,village,330
"POINT (16.4 54.35)",31347066,Jeźyce,village,272
